ztfname atname nickname ebv_SF11 ebv_SF11_unc ra_ztf dec_ztf ztf_1st_alert_mjd gpeak rpeak z tmax_visual cat sptype ID gpeak_p1 rpeak_p1 rise_type decay_type tabname cind marker sigma sigma_unc Tspan mass_SS mass_SS- mass_SS+ u-r.0_SS u-r.0_SS- u-r.0_SS+ tau_SS tau_SS- tau_SS+ tage_SS tage_SS- tage_SS+ logzsol_SS logzsol_SS- logzsol_SS+ dust2_SS dust2_SS- dust2_SS+ Ebv_host_SS Ebv_host_SS+ Ebv_host_SS- lgMbh lgMbh_unc lgMbh_SS lgMbh_SS- lgMbh_SS+ lgMbh_adopt lgMbh_adopt_unc weightr weightg weightb r50 Dmax_t_Gpc Dmax_t_Mpc zmax_t Dmax_t_kpc D_Mpc lgLg Mg lgTbb lgLbb lgRbb t1/2 t1/2- t1/2+ t1/2_rise t1/2_rise- t1/2_rise+ t1/2_decay t1/2_decay- t1/2_decay+ te_rise te_rise- te_rise+ te_decay te_decay- te_decay+ wv_g_obs wv_r_obs tpeak_mjd f_loss fit_name cg cr nu_g_obs nu_r_obs lambda_Edd lambda_Edd_unc
ZTF19acspeuw 2019vcb Tormund 0.0151 0.0004 189.7348778 33.1658869 58802.551631900016 18.355913162231445 18.69705581665039 0.089 58828.551076400094 ztfi TDE-H+He 11.0 "" "" 1.0 1.0 tab20c 0.5263157894736842 D 0.0 0.0 1.8365472910927456 9.771577521399669 0.0657541419925618 0.03442573983065422 1.542761343324047 0.027540875763501615 0.024453203107575483 3.0024763205549774 0.8430767717049723 0.5724041453685929 10.460440952787136 2.484301691655312 1.4968381916283136 -0.9527177457082368 0.2239915728373596 0.2292100648060731 0.37564496410603065 0.08808619417832186 0.06822648873901627 0.10072850148620971 0.018294806610017696 0.0236201498463352 0.0 0.0 6.029409341356411 0.3708810351948418 0.35799385269201744 6.029409341356411 0.3644374439434296 2.043851620369253e-89 3.6805631091328355e-37 1.000000000000002 1.164 0.5465573937189718 546.5573937189719 0.11738003381501955 546557.3937189719 406.63268817337354 43.35107077427524 -19.784482553605983 4.107398496419264 43.65351009431644 15.185547253989435 38.2564446502262 0.8506926973509294 0.9635675582900163 13.600931290707928 0.8192001572432002 1.073692358128696 24.603770443696256 0.401939629220724 0.3617325122924058 16.34646758603295 0.9888266132734191 1.2898831106919566 35.47527702796788 0.5959491123073732 0.5285453119264716 4767.664233957371 6381.86437117345 58819.833030340895 0.309 1yr_exp_Tfix 1.1152006260700462 0.7195343393137558 628803630643173.6 469756861888427.06 -0.47278145668047244 0.3644374439434296
ZTF20aabqihu 2020pj Gilly 0.0276 0.0005 232.8956925 33.0948917 58850.50952549977 18.714109420776367 18.731924057006836 0.068 58861.490937499795 ztfi TDE-H+He 12.0 "" "" 1.0 2.0 tab20c 0.5789473684210527 ^ 0.0 0.0 1.8726591760299625 10.006515340926796 0.07624426167318887 0.07185196097236357 2.012046039241987 0.053559169448509136 0.06555437201278957 1.4274500654567412 0.8838566163506155 0.46511469796876037 9.281992540456503 3.842508435490516 2.3213179323613033 -1.3510232964210045 0.3367752888613724 0.5293512489774036 0.6503227647998686 0.1845828302952991 0.12618501952115868 0.1743828450796685 0.03383627930863663 0.04949554412362835 0.0 0.0 6.435851769138342 0.31346831429265876 0.3103474715029043 6.435851769138342 0.31190789289778154 0.07913357117783262 0.8835785100747847 0.037287918747382603 1.703 0.335624789976772 335.624789976772 0.07421011846159328 335624.789976772 306.207123624593 42.94925587256483 -18.779945299329952 4.099626307158726 43.241006174934675 14.994839672819632 29.733520833982524 1.1854253828679227 1.269069244577441 12.422737986850386 0.535656929360206 0.6702650603135663 17.222847541945782 1.1172672649466158 1.3287857098341256 14.925024880103845 0.6363395926659088 0.8109284169502224 26.064885650542738 1.557108564728832 1.8103546451051962 4767.558558305273 6381.790063930496 58866.41864372817 0.158 1yr_pl_Tfix 1.0860258872195534 0.7001190076214691 628817568433952.0 469762331566513.7 -1.2917278038441609 0.31190789289778154
ZTF20abfcszi 2020mot Pycelle 0.074 0.0024 7.8063109 85.0088329 59014.39380790014 18.245878219604492 18.250545501708984 0.069 59073.33575229999 ztfi TDE-H+He 13.0 "" "" 1.0 4.0 tab20b 0.8421052631578947 o 76.61030394600112 5.332254096434404 1.8709073900841908 10.396668946789452 0.07609390901749258 0.06197365729855697 2.196796123988163 0.04596134969307064 0.053464250571107375 1.1810961463775405 0.5044762120381657 0.3484038426607734 9.524993501465168 2.650414823730614 2.0906629596866004 -0.7273145070486702 0.376534422981718 0.3231990632622671 0.4547776605151517 0.20405755025174238 0.18792961058195062 0.12194778748628514 0.05039297705975269 0.0547176542156524 6.663999519697283 0.34404609423731464 7.110817507280736 0.25328739486135016 0.24149472006702846 6.663999519697283 0.34404609423731464 0.8029600586534805 0.1970385111910556 1.430155464089044e-06 1.371 0.4852884313060549 485.2884313060549 0.10507200037020349 485288.43130605493 310.9281641615452 43.22307216258835 -19.464486024388762 4.287137354254382 43.83762479297202 14.918126887646991 88.36065233465577 1.5967096916791093 2.272578720383777 42.61550574108574 1.5852716518455594 1.3324552453609684 46.130891052925236 2.060981841137661 1.8669831818677025 51.19767941514904 1.9114453350455989 1.5964300383697179 70.06335584818106 2.296849345465347 2.417354176684583 4745.341411196392 6366.195851869426 59082.03918140506 0.515 1yr_pl_plateau_Tfix 1.1477919545582937 0.6184130985834171 631761620549903.8 470913030286315.0 -0.9232569363657603 0.34404609423731464
ZTF20abgwfek 2020neh Tommen 0.0382 0.0013 230.3336852 14.0696032 59022.1994097 17.791364669799805 18.02169418334961 0.062024 59031.188877299894 ztfi TDE-H+He 14.0 "" "" 1.0 1.0 tab20b 0.8947368421052632 s 40.0 6.0 1.8831966132592106 9.800876026868503 0.05617455414194161 0.045770109312661234 1.4925344492767536 0.026287395493964416 0.03025382241615171 3.2538895526806373 0.9401618473967712 0.7070942655909711 10.40857992599099 2.362776303304466 1.4644627609606555 -1.1919298319135494 0.24387209562113843 0.26014158443425894 0.4520868959552205 0.06525344316396225 0.05799836681083009 0.12122626395243692 0.015552154655941107 0.017497589944706918 5.426715500990893 0.4564054574082702 6.080095755817493 0.3572776150737384 0.3528070183035876 5.426715500990893 0.4564054574082702 3.213469724563163e-92 2.1649031273246597e-42 1.0000000000000004 1.709 0.5010714633369046 501.07146333690457 0.10825968495996416 501071.4633369046 278.1228976536862 43.26307208130274 -19.564485821174728 4.1935541626404795 43.7009912999486 15.036976524363086 22.84342624758977 0.6982164108679072 0.5978530422128259 6.401597407358883 0.44602168393216335 0.44857924488135836 16.438442027604122 0.6467201875443607 0.5987808486538277 7.6893248752807954 0.5215066923128102 0.5528575898615644 23.693966547838443 0.9298183390149255 0.8650158919268556 4754.601624759501 6372.696188636401 59030.926771883715 0.269 1yr_exp_Tfix 1.1085992342427915 0.6439920450818037 630531181495493.2 470432685202506.4 0.17739358931720517 0.4564054574082702
ZTF20abnorit 2020ysg Osha 0.0146 0.0003 171.3584535 27.4406021 59052.18888889998 18.60580062866211 18.80587577819824 0.277 59105.0 ztfi TDE-featureless 15.0 "" "" 1.0 2.0 tab20b 0.9473684210526315 D 157.77623939425325 13.028833774254679 1.566170712607674 10.695297759390165 0.07333890690064138 0.059045931937205864 2.08882852096497 0.12140649282084226 0.17234346847507043 1.6333027047579487 0.7115871488873741 0.4283385589433284 10.23758749705389 2.7933815844900556 1.6480955493689464 -0.11909182932732523 0.3655216255035315 0.197902697497219 0.27015151377485896 0.17484665621607903 0.2401328424172799 0.07244062813814738 0.06439117700374469 0.04688480707423749 8.039498875222916 0.33480447618249715 7.6274453530799695 0.26350331303812974 0.25252902971847657 8.039498875222916 0.33480447618249715 0.22594876160579927 0.48000826338148955 0.2940429750127113 1.16 1.963560813814165 1963.560813814165 0.36710173224091364 1963560.8138141648 1416.6512211734093 44.241667464356794 -22.01097427880987 4.373936400472634 45.04115781961033 15.346295308529644 96.46790404751209 3.4985358868445644 3.263432482188705 24.04703691486918 1.5066486790300004 2.0838324999853377 72.51784001186412 3.2556668883300546 2.0517733769621884 28.89627839659928 1.81161958412806 2.5025841069991586 107.79159947983848 3.926200070683521 2.4546110330607434 4744.500312306662 6365.604228450769 59094.316534970254 0.463 1yr_pl_Tfix 1.6835184477235892 0.9008356735662383 631873618434326.0 470956797251220.3 -1.0952232652530824 0.33480447618249715
ZTF20acaazkt 2020vdq "" 0.0153 0.0004 152.2227354 42.7167535 59109.50626160018 19.182310104370117 18.655216217041016 0.045 59105.0 ztfi Unknown 16.0 "" "" 1.0 2.0 tab20b 1.0 ^ 43.560137452700786 3.065269511957542 1.9138755980861246 9.250334201406348 0.1085919278304992 0.07359990351648271 1.6924598466385792 0.06856986173968393 0.08674216949704672 1.339058915365339 1.0836290327787854 0.8077430629968088 8.18462034148573 3.706212306845665 2.946307121336206 -1.0954914466050472 0.5342754875811642 0.2978052621067169 0.2239169029696085 0.13541820463140494 0.13422663618429467 0.060042902870369105 0.035992623924973835 0.03631214079745822 5.589051733697088 0.37488988917577815 5.127658397767966 0.5651302131119025 0.5479887217343286 5.589051733697088 0.37488988917577815 9.268593645573687e-05 0.09847006190633269 0.9014372521572119 1.254 0.22751627762167015 227.51627762167016 0.05113401924927838 227516.27762167016 199.33832485841265 42.61769754445942 -17.951049479066427 4.155110828443039 42.99152027573807 14.7591276806527 35.262866491574144 2.3684493481390376 2.243037701324674 11.893830037167202 1.33681162020995 1.6611677099746576 23.324809803471783 1.7170824613730709 1.516811898510941 14.297614451399479 1.6080622583793165 1.9983958372495643 36.21072671735878 2.222325090009228 2.1132004615241513 4758.431995324809 6375.382370116711 59113.094708887555 0.21 1yr_pl_Tfix 1.0709569838539155 0.6416574620274546 630023626048555.6 470234474727688.9 -0.6944136675995196 0.37488988917577815
ZTF20achpcvt 2020vwl Mando 0.0416 0.0008 232.6575481 26.9824432 59130.09718749998 17.60982322692871 17.662553787231445 0.0325 59170.0 ztfii TDE-H+He 17.0 17.60982322692871 17.662553787231445 1.0 4.0 tab20b 0.0 o 48.492345513717254 2.00428378214394 0.9685230024213075 9.886777526979229 0.0799042129347427 0.07773574673011474 2.0768134943030407 0.03952935395468149 0.03354985033813218 0.36311605405452846 0.21216842828452573 0.41786529972202074 8.81227901597625 2.160074661499676 2.1832176044795784 -0.8362666964203438 0.28176554489453176 0.16939615232890015 0.17050266795194036 0.09606804157039375 0.1497737291047802 0.04571997466563142 0.04016154810068922 0.0257604674433204 5.793275767919205 0.35197144662135743 6.228705351009049 0.34653380858174426 0.34505448375182757 5.793275767919205 0.35197144662135743 0.4868252094570906 0.5131746812960685 1.0924684260412803e-07 2.368 0.5153275455822932 515.3275455822932 0.11112875432317451 515327.5455822932 142.65499131311074 43.129114293427996 -19.22959135148787 4.298954872364371 43.76777297542926 14.859565942655632 49.708312612102446 1.5636487592846677 1.4806506827222847 22.208007320003908 0.6576297549737831 0.7733890936578298 27.44733235634321 1.665514164468501 1.864522271549852 26.68336536266051 0.7910843248399679 0.931261468193064 41.618807249867714 2.331599230173751 2.513476422251202 4743.0396076391635 6364.576010848542 59166.8816187214 0.623 1yr_pl_plateau_Tfix 1.0743997377758063 0.5680631592827445 632068215321568.9 471032881827474.44 -0.1223850021304429 0.35197144662135743
ZTF20acitpfz 2020wey Roose 0.0406 0.0012 136.3578499 61.8025699 59135.446388899814 17.895187377929688 18.08855438232422 0.02741 59150.512557900045 ztfii TDE-H+He 18.0 17.936351776123047 18.119699478149418 1.0 5.0 tab20b 0.05263157894736842 s 39.357586877013595 2.7913426575995217 0.9733212641496579 9.669369317548018 0.12264831827189937 0.08714530448943414 2.047096383038282 0.02740432063007736 0.03668793100560874 0.6118658290587133 0.39133787245345153 0.3987542957381345 7.923643753619418 1.8478505845117557 2.3943325766432935 -1.1813721457047512 0.5585358724499894 0.5936827300344991 0.4161165637971648 0.30327502222628167 0.14995007030677798 0.1115808859959805 0.04020883366744713 0.0813226355895659 5.395889279812215 0.3818255271737006 5.852589148693054 0.44059264328264686 0.4145236333979445 5.395889279812215 0.3818255271737006 0.5211273428847898 0.4788726561615184 9.53693553049839e-10 2.118 0.22854068016394966 228.54068016394965 0.051356053099362683 228540.68016394964 119.85973195072948 42.4684724773082 -17.577986811188367 4.31749932531445 43.145678487360854 14.511429792721271 19.07608995398074 0.3667026869481411 0.43899096050233766 13.91951169636838 0.42076280447213676 0.4486923525383588 5.199999999999704 0.19999999999998863 0.19999999999998863 16.728791042042182 0.5099868946343307 0.5410976956549902 7.499999999999574 0.29999999999998295 0.19999999999998863 4741.3893923335045 6363.413044646404 59155.83660418844 0.302 1yr_exp_2peak_Tfix 1.066033654726889 0.5560546734839932 632288203294889.6 471118966970434.25 -0.3470930020918601 0.3818255271737006
ZTF20acnznms 2020yue "" 0.0152 0.0003 165.0013942 21.1127532 59150.51743059978 18.48855781555176 18.575334548950195 0.2042 59187.53209490003 ztfii TDE-H? 19.0 18.524093627929688 18.575334548950195 1.0 4.0 tab20b 0.10526315789473684 D 0.0 0.0 0.8304268393954493 10.19053995791367 0.13884184346883188 0.10095295355319855 1.4752729266148084 0.07302570345913906 0.09881988201520797 4.175777894756967 2.0210324399010444 2.942652277624977 7.683268522323265 2.9312288654681433 3.067514022095625 -0.5092855252183605 0.3366163796387921 0.24575709606348584 0.5995136263723817 0.1418058018400491 0.1378905121256735 0.16075846870133498 0.03697508547369912 0.03802496316007243 0.0 0.0 6.754214356525632 0.3413170160882685 0.29883965087953923 6.754214356525632 0.32007833348390385 2.185065453507522e-14 4.7259841240178945e-08 0.9999999527401369 1.526 1.3997128192112513 1399.7128192112514 0.27410653401736257 1399712.8192112513 1003.0996675222144 43.99724490592745 -21.399917882736517 4.06071284115458 44.239816975745725 15.572072005233446 82.42281009835165 2.0360171910986224 1.9498894078147089 19.54093726635107 0.8783072905840363 1.0457373536974508 62.751387053526 1.9412500438745823 1.9590423947958868 23.48182272316453 1.048884834954329 1.2475350146310866 93.40726659826473 1.9798677851479738 2.6619140456620585 4783.600220902193 6393.120153111661 59179.44126220892 0.465 1yr_pl_plateau_Tfix 1.1863977687559033 0.8688668712090368 626708847219383.2 468929803945707.0 -0.611279590420402 0.32007833348390385
ZTF20acvezvs 2020abri Omera 0.0189 0.0008 202.3219785 19.6710235 59188.54337960016 18.969648361206055 19.254589080810547 0.178 59215.509953700006 ztfii Unknown 20.0 18.969648361206055 19.254589080810547 2.0 3.0 tab20b 0.15789473684210525 ^ 0.0 0.0 0.8488964346349746 9.53619279700435 0.17238611018530925 0.13831776647627692 1.8523105414057284 0.07671472215897723 0.07269362035496907 0.2946182572782844 0.1463761022003575 0.4619714754411318 6.737900627689527 3.03601041673942 3.7254265878711443 -1.2872856564527242 0.48186747599231916 0.4915360189061472 0.20010128479528408 0.14572060263443767 0.1846808587374251 0.053656788959920626 0.04952183026885029 0.03907470974345663 0.0 0.0 5.62219376815251 0.5243203819755906 0.49318507504931774 5.62219376815251 0.5087527285124542 0.01019434048854351 0.5792627466227721 0.4105429128886842 0.869 0.9486749446601233 948.6749446601233 0.194247597669526 948674.9446601233 860.9589208865726 43.66260612028829 -20.563320918638595 4.097216115979924 43.95109824493105 15.354706090175425 48.421537929203424 1.094201514275973 1.1681964291601972 16.675969487744794 0.9159636054645031 1.1536419472977144 31.67298247968524 0.7900323680552148 0.6810745715637836 20.5010432726277 1.202734626457321 1.3829592309598588 45.681109183472856 1.1557915273968575 0.9879466560278729 4774.96666544979 6387.008536466978 59208.55911988065 0.261 1yr_exp_plateau_Tfix 1.2068118036664879 0.8253158925346298 627841991378091.2 469378514665071.1 0.23202226713804208 0.5087527285124542
ZTF20acwytxn 2020acka Grogu 0.026 0.0006 238.7581288 16.3045292 59194.55357640004 18.09091567993164 18.450149536132812 0.338 59215.57341440022 ztfii TDE-featureless 21.0 18.09091567993164 18.450149536132812 1.0 5.0 tab20b 0.21052631578947367 o 174.46701617421945 25.295990270230376 0.7473841554559043 11.033587033694175 0.1867373234006351 0.14687235692132816 2.2069646896275916 0.08936080394839063 0.07767968434496675 0.5567389813048542 0.3957360234454852 0.9789349250174255 7.207054431633323 3.7060346588318827 3.5807756909700226 -1.1956185732601452 0.4954867793539228 0.8292928297627428 0.7926248224440834 0.3371670499214354 0.25512418590081676 0.21254087831463572 0.0684110779971079 0.09041072005300714 8.230955753518867 0.4037280398927408 8.212685797625907 0.4463078686982087 0.399233168458296 8.230955753518867 0.4037280398927408 0.3029160014382944 0.6578992192782255 0.0391847792834802 1.146 3.6295465745101985 3629.5465745101983 0.6138711850648042 3629546.574510198 1782.9038717391436 44.4673727020853 -22.57523737313113 4.450743121111126 45.44368449268937 15.39394520379218 55.86228602517458 1.7046201981668645 1.4803088270927134 26.934702207059132 1.78640984066595 1.6437726641251338 28.84999999999836 0.49286499999997346 0.7499999999999574 32.36645862832842 2.1438474850828904 1.9877653607176597 42.09999999999761 0.6999999999999602 0.9999999999999432 4739.994131487091 6362.428463733997 59217.15330952422 0.514 1yr_exp_2peak_Tfix 1.942595797143549 1.0017117931802095 632474323140027.4 471191872268308.56 -0.8841534704699967 0.4037280398927408
ZTF21aaaokyp 2021axu GreefKarga 0.0178 0.0004 176.6514953 30.0854257 59217.44187500002 18.606733322143555 18.88936424255371 0.192 59254.4453125 ztfii TDE-H+He 22.0 18.606733322143555 18.88936424255371 1.0 2.0 tab20b 0.2631578947368421 s 73.50156680263987 17.26426651404371 0.8389261744966443 10.198796741538086 0.12765790364507446 0.10581829041627877 1.7766431398475806 0.05143806892727154 0.04726462951169208 0.4165009578413529 0.256371678374092 0.7424568858736446 7.8223288919494145 3.237233425646986 3.156587150157895 -1.5667858821427438 0.2865157595713226 0.3302289368680029 0.22542663526284668 0.1207991841448084 0.1476765983583434 0.060447734789000375 0.03959920637460764 0.03239207752623752 6.58512877964135 0.5496000805452169 6.768498592195872 0.3268615033848982 0.30261783849792284 6.58512877964135 0.5496000805452169 7.918048216960856e-13 0.0006623119912090334 0.9993376880079993 1.212 1.2535547537303025 1253.5547537303025 0.24884375424058217 1253554.7537303024 936.4560666584763 43.74925174482074 -20.779934979969738 4.583243884376245 45.05257374531272 14.933388303573615 57.269645065802635 1.0837044997609198 1.0436342222029538 23.93080522066668 0.5538882111361261 0.5292668356871921 33.3566231113502 0.9642222180161255 0.8686356623276623 28.75700671131333 0.6633811367381597 0.6320680546489434 51.76606948066152 1.2821019393336783 1.1810584269976445 4729.601973028513 6355.039942753401 59252.50275776363 0.368 1yr_pl_Tfix 1.5767030807737965 0.7457654636485455 633864032765601.6 471739691175113.4 0.3705627560308713 0.5496000805452169
ZTF21aakfqwq 2021crk Kuiil 0.0254 0.0011 176.2789219 18.5403839 59256.3688542 19.074647903442383 19.303056716918945 0.1555 59275.213425899856 ztfii TDE-H+He? 23.0 19.1099853515625 19.35859489440918 1.0 2.0 tab20b 0.3157894736842105 D 57.62078337355361 6.2943639926442 0.8654262224145391 9.889668367349868 0.10284081655871447 0.10726763354656299 1.2785829375751678 0.06156837595362452 0.10567657413145937 2.8987628909324608 1.5728282133745353 2.6209952888353873 8.5855272464456 3.792519310288707 2.8967476835535635 -1.090708209260186 0.5316968265869626 0.3987937755614631 0.21794845383174696 0.13919900773339344 0.14647968984861567 0.058442474286735116 0.0392782575742214 0.03732595614776921 6.1216635292648025 0.3921948422267321 6.233706504850256 0.36344395023908166 0.3672536400653894 6.1216635292648025 0.3921948422267321 5.300759317588318e-22 1.4666178326784697e-13 0.9999999999998535 1.585 0.8319943257849327 831.9943257849327 0.1725759408039842 831994.3257849327 741.8594600162579 43.501640456765294 -20.16090675983112 4.2966795957221455 44.13562959616644 15.048044806308672 31.0368854937239 0.8002060961822259 1.1711758783014474 10.191149137349466 0.41778151314363043 0.681609848983328 20.88371195769397 1.108672168614934 1.1356712766886012 12.324895726537061 0.48505521395466644 0.8017848744946097 31.46831600140424 1.229186760042733 1.5952204190611994 4747.5785128983 6367.768093383949 59273.89915696813 0.216 1yr_pl_Tfix 1.3337995213986822 0.7318748576460306 631463928791317.2 470796758932665.1 -0.08291614273885983 0.3921948422267321
ZTF21aanxhjv 2021ehb BoKatan 0.1232 0.0044 46.9492531 40.3113468 59276.14263889985 17.373266220092773 17.176410675048828 0.018 59321.0 ztfii TDE-featureless 24.0 17.373266220092773 17.76612091064453 1.0 3.0 tab20b 0.3684210526315789 ^ 99.57613473385855 3.830297070411369 0.9823182711198428 10.230632170367656 0.02118029945569866 0.01172755930352487 2.3430008369350164 0.023050488172346117 0.013714446195237429 0.2009203010908642 0.07748716356071607 0.21480943180325177 11.958438243846974 0.7179030979221661 0.4119100891862786 -0.42969161926489446 0.04481274587172035 0.03832982718883848 0.022933613226784378 0.01691728001898882 0.032178416925896 0.006149605917108108 0.00862858290901804 0.004536337308795521 7.163197177145553 0.3153104173661042 6.8235738840710285 0.23824761394421792 0.2362856868912619 7.163197177145553 0.3153104173661042 1.0000000000000016 4.8293138631225016e-32 1.419905792732933e-108 3.271 0.26536686938122134 265.36686938122136 0.05929399233857543 265366.86938122136 78.1580544858353 42.58358226392194 -17.865761277722726 4.442379849322653 43.54012545574305 14.458892228895964 74.14537768634314 2.854318395966345 2.4911844442744524 23.70338846221588 1.4164300982264741 1.921129401318705 50.47633198385127 3.826959667933572 3.5662331379293164 28.484983430482337 1.708323537305528 2.3093080412642486 72.79418561132616 5.512009257348339 5.148312024097308 4733.079420208924 6357.525588615707 59314.505672351646 0.661 1yr_exp_plateau_Tfix 1.056033931730983 0.5142332360238223 633398325665042.0 471555251837023.4 -1.7199539310430012 0.3153104173661042
ZTF21aauuybx 2021jjm Pershing 0.0879 0.0014 219.8777384 -27.8584845 59316.35532409977 18.988445281982425 19.06174659729004 0.153 59322.33398150001 ztfii TDE-H 25.0 18.988445281982425 19.06174659729004 1.0 1.0 tab20b 0.42105263157894735 o 0.0 0.0 0.8673026886383347 9.47021760206999 0.14030355047659882 0.13411900976775115 1.1337658257579246 0.0794730342697123 0.07652489185438527 4.529019940962391 2.85003427607392 3.343966758488122 6.3821189422802025 2.7574020824403105 3.409484951996408 -1.2292603627938048 0.519880268668595 0.5388459392630105 0.42665969878535787 0.17641984231887076 0.12783879233000445 0.11440800811874041 0.03427973542478638 0.0473066540143935 0.0 0.0 5.5080566809160665 0.5150082368171671 0.5100529398640611 5.5080566809160665 0.5125305883406142 5.691658155802128e-30 3.498509818994615e-19 0.9999999999999998 0.677 0.8935946934431216 893.5946934431216 0.1840758846278967 893594.6934431216 728.7989441468071 43.58952603527641 -20.3806207061089 4.169651088980443 43.98694296953845 15.227758506478082 38.40966790088416 2.0479420514789552 2.340782729511318 9.142114060337702 0.6544805653680292 0.6757886059810723 29.073642663472754 1.7218124504078176 2.6105492476303453 11.047693280182905 0.8022293902328741 0.7609269116640682 41.76424286347782 2.5425269816862723 3.6983588487587795 4762.1798574155555 6378.011796984852 59327.68183671436 0.304 1yr_exp_Tfix 1.2414483810666073 0.7665647451608049 629527793943292.9 470040613819065.4 0.38200407898187905 0.5125305883406142
ZTF21abaxaqq 2021mhg Burg 0.0295 0.0005 4.9287185 29.3168745 59345.483900499996 18.753108978271484 18.605344772338867 0.073 59365.0 ztfii TDE-H+He 26.0 18.753108978271484 18.70858383178711 1.0 4.0 tab20b 0.47368421052631576 s 57.784754637149035 5.250156553500009 0.9319664492078286 9.652522919985813 0.1444069038253737 0.12386636638186133 2.0490605317401958 0.07431635442627371 0.07194994724854009 0.26415273053750343 0.12261264077426143 0.4464285159908402 7.707047814062626 2.992068912516702 3.1430023862654615 -1.2728214365033628 0.5509374520667703 0.5658737453926792 0.46442921890698324 0.27222915686417787 0.1820849165902207 0.12453583499579848 0.0488257331893777 0.07299774428506105 6.127073890193584 0.37466615118487634 5.82344488091044 0.46461451846391016 0.44651354257163706 6.127073890193584 0.37466615118487634 0.533709502408794 0.462659924551436 0.0036305730397704203 0.976 0.5951149212522953 595.1149212522953 0.12701096020123157 595114.9212522953 329.8738229619514 43.2193737831803 -19.45524007586863 4.487139811927468 44.2830327053185 14.740825928474058 31.883245490188934 0.8826320099085727 1.1500428404762175 17.183735773290376 0.657478860031361 0.7335557595102813 14.692544316590178 0.9556887958321223 1.07665480317414 20.642511469271962 0.7854922321788145 0.8883639589581591 23.219296269968805 1.30325136746999 1.4976711653081836 4731.949658851551 6356.7198041769125 59370.284031473435 0.399 1yr_pl_plateau_Tfix 1.2005453462364457 0.5791179884861917 633549550636512.8 471615026673050.06 0.05907660548441385 0.37466615118487634
ZTF21abcgnqn 2021nwa CobbVanth 0.0098 0.0004 238.4636684 55.5887978 59356.430995400064 17.66175079345703 18.77619743347168 0.047 59400.3 ztfii TDE-H+He 27.0 17.66175079345703 18.808332443237305 1.0 3.0 tab20b 0.5263157894736842 D 102.44395217386668 5.371743609267959 0.9551098376313276 10.131801792207503 0.04589879990034618 0.03079065525458624 2.241658671540266 0.017529086678577332 0.01503740824156008 1.087192401250874 0.16393332313637243 0.11753858418805807 10.942786606921212 1.5466188786814374 1.0621912091703951 -0.5814847136828821 0.12160064034486195 0.11850442779016979 0.2150908589179675 0.07254593324673839 0.08258257562048102 0.057676215502447586 0.022144364721936396 0.019453057655792073 7.217256546573816 0.3215918267893698 6.652597329853963 0.26642939083143696 0.2598402210323914 7.217256546573816 0.3215918267893698 0.9999999999999979 1.3992741303522751e-15 3.412699132376104e-86 1.746 0.3011438605906831 301.1438605906831 0.06692605600762892 301143.8605906831 208.49969635021446 42.682353581117674 -18.112689570712064 4.513420973415921 43.8103272769675 14.451910891321651 103.34617698813685 1.8132608753568888 1.6926920235771803 27.12534957951402 0.7969187014482415 0.6284130293683177 76.19076952986983 1.6189272593173598 1.9268125277592674 32.59355593144839 0.9580220782841664 0.750942903138899 109.91472313266839 2.359090988061311 2.7805222595574293 4730.197670948105 6355.4669263074475 59402.51061468862 0.483 1yr_exp_plateau_Tfix 1.135634399367776 0.5398345467734058 633784207034862.9 471707997974242.7 -1.5038114792468136 0.3215918267893698
ZTF21abhrchb 2021qth Elsbeth 0.0924 0.0052 302.9121723 -21.1602187 59385.376226900145 18.822364807128903 18.650758743286133 0.0805 59404.33636569977 ztfii TDE-coronal 28.0 18.822364807128903 18.73318862915039 2.0 4.0 tab20b 0.5789473684210527 ^ 0.0 0.0 0.9254974548819991 9.72678039736278 0.21393812593912997 0.14122867383686177 1.9090113953918522 0.17051098984179047 0.2422475467205527 2.652132239431798 1.8249218801334823 3.634898683610734 5.165254053633248 3.6000135101524986 4.93201291363682 -0.9361552047625737 0.7049822925672852 0.6672133323951875 1.4864856767837178 0.6283191192362605 0.5509347583863142 0.3985983814783006 0.14773213521173761 0.16848260826927877 0.0 0.0 5.951910316772594 0.5214614555903064 0.44117281160417643 5.951910316772594 0.48131713359724143 0.24112568202392407 0.3451749726827533 0.41369934529332275 1.181 0.4818639145748008 481.86391457480084 0.10437863267175344 481863.9145748008 365.66089842008165 43.142604270864226 -19.263316295078454 3.961689239907546 43.29772994771565 15.29907569371248 54.76731432488699 2.296444969936829 1.880104283873024 15.773625491813036 1.332567188381896 1.244836141617096 39.062330591204905 1.9641375352956771 1.267258235969706 17.785342398885074 1.3906732466495058 1.304267703476853 58.67116963776134 2.2896387468828934 2.0583952381624258 4794.759659321299 6401.080336846922 59401.882591169335 0.374 1yr_pl_plateau_Tfix 1.0329210938870452 0.8261235525041489 625250230044764.6 468346657476374.3 -0.751062578697443 0.48131713359724143
